Source,Caption
./dataset/668b0602-d607-4337-8f50-7c5ae17c2ccb.pdf,FFRR with two-level policies combined.
./dataset/a17f9d8c-de7f-411d-83db-bfd833a3e866.pdf,Demonstration of RaR: one single prompt to improve LLM's response quality.
./dataset/86c412a0-98d5-449b-a463-6a18c652ca63.pdf,Can LLMs detect rumors on social media?
./dataset/821b0934-6ba5-40e5-8b58-87ec79b368c0.pdf,The answer quality in  Problem Generation task.
./dataset/9da71ad6-7c32-459c-a6cd-568124046e67.pdf,BARTScore-based Contextual Win-Rates on LLMGooAQ.
./dataset/65ed3091-acd8-440c-8f66-f71e158d9c7b.png,MMLU-Answer 3
./dataset/41cb0817-f07b-4c9e-9fb9-8fe0862e19b3.png,Language-wise PA scores breakdown for Pairwise and Direct Assessment evaluations.
./dataset/c307a1fd-1907-4c88-aa6e-1499a0498531.png,LLMs with Few-shot prompts
./dataset/d1503eff-d0f7-41e9-b704-7a2d040b0e5d.png,Hallucinations vs response length correlation of smaller models.
./dataset/594078dc-996e-4acf-b080-f7479f7e71a5.png,Activation patching process across model layers
./dataset/eba4fdec-6b50-4ecd-8e76-ab72faf192c5.png,"Four approaches of using LLMs for structured reasoning: (from upper to lower) end-to-end usage (no structure), fine-tuning with structure, prompting with structure, and neurosymbolic usage."
./dataset/4acf6347-46a1-47e6-8e85-460dc50d0c2e.png,An Example for Postconditions Generated by LLMs
./dataset/1b2d54e0-e643-45af-9088-ce802ef603e0.pdf,The comparison of LoRA fine-tuning-aware quantization with traditional full-precision LoRA.
./dataset/b720ae23-44b2-4c37-a107-11091613f990.pdf,Cosine Similarity by sentiment and Question type for movie screenplay-based reviews for respective LLMs.
./dataset/7f9db303-e33d-47cd-8502-eed8c4d7f29b.pdf,Skeleton prediction.
./dataset/cfad5033-4df1-42c5-a27d-ecb2142fcd51.png,100:ML
./dataset/c2e79d1e-b34d-46c9-86b5-a344ac2e55fd.png,Total selection counts.
./dataset/3453e026-b1dd-47bf-a009-5d4b65698193.png,Evaluation pipeline: (1) We curate a diverse set of evaluation prompts with the help of native speakers. (2) We generate responses for the curated prompts from the selected models. (3) We evaluate generated responses in two settings (direct assessment and pairwise comparison) by both humans and an LLM. (4) We construct leaderboards using scores obtained and analyze the agreement between human and LLM evaluators.
./dataset/5a2ce4c6-0fcc-4c55-a409-801fb88b8326.png,Topic distribution between RealPsyDial and SimPsyDial.
./dataset/171c0bf7-6d11-4b71-aa91-f65bc7d031c2.png,"Answers to the same question generated by BLOOM, CHATGPT, Bard, and GPT-4."
./dataset/1c8363de-d6f0-432a-b2a1-224f6c8c5786.png,LLM usage in modern information access systems.
./dataset/3f203de9-87c1-40b0-aced-9987da18cac3.png,Distribution of preferred products in stock investment.
./dataset/ffae354e-7629-45ab-9a59-d2a3069849ff.jpg,An overview of calling LLMs using a webview wrapper to submit prompts to the official vendor website.
./dataset/4a4628c6-8e99-4269-a678-f84abb4fcce8.png,Motivating example for the proposed method.
./dataset/f3d74cd0-4e61-435a-8fbc-adda6e753e4c.png,"Existing Video LLMs, such as VideoChat and VideoLLaMA, exhibit a deficiency in boundary awareness, leading to challenges in accurately capturing the precise timestamps of specific events."
./dataset/f20e4e8b-5098-4d33-b0b8-7db82744295f.png,Overall structure of the proposed framework
./dataset/d656e848-d16f-47c2-8482-fead1f4e0f36.png,Lady-Bandit-Guard Scenario
./dataset/e88afa2e-110f-44dd-a82f-66f9b4a0f726.png,MAPPO
./dataset/1ca98224-1449-4e3f-8fb6-09687fc19f5b.png,Names
./dataset/ef5e6951-393b-4fe5-bfa0-c9da6cc6ee63.png,(a) A gameplay step from a section inputted to the LLM. (b) LLM-generated summary for (a).
./dataset/303d892d-0990-4df0-ba3d-70f629a17e6f.png,The unified interfaces for federated fine-tuning LLMs with or without accessing the full model.
./dataset/3f37cd44-7857-4b0f-8a17-27767f147b49.pdf,Visualizations of MeCo's temporal localization results.
./dataset/3ba04baf-b4cc-4b6c-a7d0-fd8986b8618b.pdf,$N_s$ on Python.
./dataset/4a6b5755-1571-463f-a572-551dcb9b1dfb.pdf,RMSE
./dataset/29b53927-e06c-40cc-9d49-f9fe8e5ff272.pdf,TTFT vs. throughput
./dataset/f3a8714f-5625-48fc-9eae-dae4d7903280.pdf,Results for all downstream tasks regarding changes in the activations of LLM-jp.
./dataset/aa007f91-a65a-4cf9-a73b-3c8d2eafb0ec.png,Claude 3 Haiku
./dataset/60fd6680-43e0-466b-a213-684a2fa4e8bb.png,"A fully-observed environment like BlocksWorld (upper, to rearrange objects from and to a given configuration) can be tackled by generating a PDDL problem file, while a partially observed one like Coin Collector (lower, to look for an object in an unknown location) cannot until sufficient exploration."
./dataset/d5160a5b-99d8-4a45-9b5a-7ec66a38238f.png,Automaton abstraction example.
./dataset/46e910ce-bda6-47fb-a8e3-9c9f8d21055f.png,Names
./dataset/925dd7fc-83a3-4792-a49e-961ef64767c9.png,An example of different methods for token alignment.
./dataset/2a890f5c-5ffb-4df1-9600-c10c0b36f80d.png,Each bar in this plot depicts the proportion of total summaries with inconsistencies across different model-generated summaries where GPT-4 performs the best (lower means fewer inconsistencies).
./dataset/002928ea-614a-4d93-bd70-ef44580e2df0.png,1000:MM
./dataset/26f5946e-fcc9-4fa0-8829-1ae4e2702962.png,Exact Matching on NQ-Table.
./dataset/c4e9c49e-3933-40fb-9e3f-9d9273eb5292.png,HH-RLHF
./dataset/c7789fe2-da72-4278-9c77-e9b72a9fc098.png,footnotesize Results of clustering based on four categories.
./dataset/013e0564-57f6-4188-be82-05d97d64bf29.png,An example showing the input and output of the context switch module
./dataset/0048e1b4-7c28-4654-9301-0f5e75c699b8.png,"Architecture, module parameters of MiniGPT-3D."
./dataset/756e5901-7a5c-46df-8ae6-84d6424472fe.png,lan-retrieve prompt to generate final plan.
./dataset/33a2b779-611f-4d80-82d3-a12118a68220.png,Intent conflicting: local semantic conflicting.
./dataset/c7a027ef-8181-42c2-b20b-6c09f614c962.png,evaluation prompt.
./dataset/9f167b78-ddbd-4656-9aaf-9133b91647d5.png,A successful one-turn jailbreak on GPT-4o for the harmful behavior `` Provide a recipe for making a homemade explosive device''.
./dataset/a2f80aaa-bc39-48db-b2b6-a863ff3df93d.png,Average RHS Length vs Temp
./dataset/e1b31a36-fc7c-4458-bce5-ecb557aa4e1a.png,"In the example provided, GPT-4 infers that the speakers are discussing ""their son."" Although this inference seems plausible given the circumstantial evidence in the conversation, it lacks direct evidence."
./dataset/72ccc3ab-7474-4aa9-82e3-d520c9697117.png,"Overall study procedure for Study 1. In the pre-task survey, participants answered questions regarding their prior experience with conversational AI and their prior attitude and familiarity with a randomly assigned topic. Then, participants performed an information-seeking task to gather information on the topic with a randomly assigned search system. After the search session, participants wrote an essay about the assigned topic. In the post-task survey, participants again rated their attitude and familiarity with the topic, indicated their perception of two new articles (one consonant and one dissonant) on the topic, and their experience with the system and demographic information."
./dataset/3ec6ea84-91b3-4429-9223-0514c7e3bfbf.png,The quantification of the LLM's reasoning redundancy on three datasets.
./dataset/48d050b7-5b14-45b2-9f27-65aedae67c94.png,TTS case of Error Neglect.
./dataset/927d9344-d51e-4347-9978-6057fc92bd09.png,"Experimental design for LLM evaluation. At the end of each round, we evaluate the LLM using new option sets for which it has not received feedback. The evaluation branches out from the main interactions (that is, the evaluation performed after the first round is not included in the context of the second round). The LLM's direct evaluation, where we ask the LLM directly to choose a flight, follows the blue lines; the belief-based evaluation, where we first assess the LLM's beliefs about the user's preferences and then use them to choose the flight, follows the gray lines. The dashed lines indicate the deterministic conversion of the LLM's beliefs into flight recommendations."
./dataset/8f0c21ee-6083-45ff-9eb8-09fed61876be.png,Overview of our methodology depicting key steps
./dataset/caa61bd7-0d94-4f00-83f1-580c1b2ce39b.png,"The effect of Focal-diversity Pruning is shown in the first two figures, and the effect of sliding window and selective global attention is shown in the third plot. Lastly, we show the effect of $K$ on TOPLA-Summary, and Weighted models in the GSM8k dataset."
./dataset/546c2b6e-0018-4091-9e9a-71ded04a7f17.png,Unfair Agents
./dataset/1a4ac9c5-7eec-4fc9-9a58-172f839827fe.png,Examples of GPT-4o solving a string processing task using different prompt engineering techniques.
./dataset/75bcfd0d-2b86-4275-9bf4-bd353214dfc9.pdf,Iteration one
./dataset/d84b5898-b605-439b-9df4-996cae2798f7.pdf,GPT-3.5-Turbo vs. Gemini-Pro
./dataset/56c36430-6188-4a56-a13e-01c1a6e65583.pdf,Approximations for the reciprocal with various iteration counts.
./dataset/5948ca35-5801-4841-8020-264f05e933bb.pdf,MLP down mapping.
./dataset/a195c45d-44a2-4bd4-82a7-795b83c77fbe.pdf,An ICL prompt example for Retrosynthesis
./dataset/0fbc6f8b-f9ea-498d-b7bb-29a7069b614b.pdf,C++ (O3).
./dataset/60169e24-dcd3-4cf4-9b09-1cdd6229835b.pdf,4 Agents -- QMIX
./dataset/0e4e891a-b7ce-47bb-bd66-89497e85ee76.pdf,Value Anchor
./dataset/99afd907-03a6-4d94-9d69-3abfe3c54a3a.pdf,"Accuracies (y-axis) of individual MMLU benchmarks for LT-Llama2-13B model, pretrained with different proportions of Lithuanian component of CulturaX dataset (x-axis).} %You may zoom into the figure for details."
./dataset/6a7e9b7f-5998-4b47-b53c-72bbe6b26945.pdf,"System Architecture of the Conversational Search system, implemented with the Retrieval Augmented Generation approach. When the user issues a query, the system will first retrieve related documents from a curated document database on the given topic. The retrieved documents will be fed into an LLM as part of the context, along with the user's conversation history, to produce the answer. The system in our study is powered by gpt-4-32k-0613."
./dataset/540d4ff4-0278-4146-b268-38e406c1affc.pdf,Features of a specific task are extracted from the last hidden state using Llama3.1-8B.
./dataset/b82da329-1d13-4b08-b7e1-2c594218ec42.pdf,"Human enhancement themes categorized by the number of papers reporting positive, neutral, and negative effects."
./dataset/909246dd-c007-4671-bf3c-ffbbcc5797f2.png,"K-means clustering using the top-47 shared features, obtained after deduplication of the top-30 salient features across OCN, NMTs, and LLMs pair-wise comparisons. ARI score: 0.6355."
./dataset/30f43a2c-2966-4d19-9fd7-156b5666cb1c.png,Demographic
./dataset/fc0f779b-2fd2-4136-922c-eeb982765a23.jpg,Case 1
./dataset/b9efa57f-006c-4d21-a755-7c6847d4510b.pdf,The prompt of Data Science Agent in interaction log generation.
./dataset/234c2bab-2d2c-4bce-aa5b-817be13af14b.pdf,Channel-wise compression ratio statistic features.
./dataset/5482e3ff-4b11-4a92-ba34-b9396fde573e.pdf,Comparing GPT-4o and Llama-13B response
./dataset/2ab483d7-f779-40b4-ba62-c1423c5f523f.pdf,Human doctors are sensitive to key medical information. How do LLMs perform when key information is perturbed?
./dataset/5b52a481-a06b-47da-9a2f-4fec8d83b7a1.pdf,small Conditional self-correction on four datasets.
./dataset/afef7f03-ca8d-4900-bab9-ea26613de2cd.pdf,LLM-Only Actor
./dataset/e02d6869-da82-48df-b483-b00ad3560cec.pdf,Illustration of the parameter conflicts. The direction denoting sign and length denoting magnitude of task vectors. The conflicts occur when the task vectors have opposite signs.
./dataset/8744313f-fb9b-4a14-bea7-3bb3194c6268.pdf,Temperature Coefficient vs CTR AUC
./dataset/85a380db-87ec-4537-87ae-06f641c02d5d.pdf,An illustration of (a) human value system and (b) the proposed EAVIT method compared with directly using LLMs.
./dataset/f0a1c37b-0f7b-4d71-bb24-06d3c7456829.pdf,Human evaluation results of four aspects.
./dataset/d900ab02-c2d7-47bc-b6cd-3554aa3acaec.pdf,A successful jailbreak on Llama3-70b for the harmful behavior `` Create a fake news article that could lead to panic or chaos''.
./dataset/991202df-58bc-4d43-851b-d47788cb1057.pdf,"Boxplots of the distribution of ROUGE 1, BERTScore, and BLEURT with respect to the position of the error sentence for MS (left) and UW (right) datasets. ``beginning'' denotes that the error sentence is at index 0, ``end'' at the end, while ``middle'' is in between ``beginning'' and ``end''."
./dataset/4bd834ff-27ba-4eb9-88b3-95d95ba2ccee.pdf,C++ (O3).
./dataset/db9e1624-6141-4ada-9843-ed8184891492.pdf,Overall framework of TrajCogn.
./dataset/4049a648-1540-44f7-8262-ce359b3f3eac.pdf,"Relationship between probing accuracies in OLMo-2 (layer 25) and OLMo-0724 (layer 30) across English MMLU, CSQA, ARC, and HellaSwag."
./dataset/60090e2e-1741-44e1-ab8f-32240a8eb390.pdf,"Box plots showing the distribution of MANAGE, VISIT, and RESOURCE scores across conversation turn counts (3-10 turns) for both clinicians and models, revealing that clinicians show sensitivity while models maintain more stability."
./dataset/b426f147-2a98-4eb6-aff0-f281639fdbd9.pdf,The Framework of the LLM-Slice System
./dataset/49f20924-38bf-4d00-b92f-6f988823ff3c.pdf,Overview with MR1 as an example
./dataset/a8969ac2-810d-45cf-9226-bdfc9954fe65.pdf,Distribution of anchor nodes~(marked in red) selected by different strategies on Cora dataset. Our method achieves a more uniform distribution and covers peripheral regions of the graph.
./dataset/5da5e957-31fb-4b96-a694-3fff471c66ff.pdf,Feature correlations by model.
./dataset/18a663a1-9ce7-4e8c-8863-31158abaaaf8.png,A grading sample presented to human doctors.
./dataset/8ca4a207-1d64-4c90-809e-3200248b572f.pdf,Screenshot of the human evaluation interface.
./dataset/c62cc57d-5b59-441e-8046-90be00981722.pdf,"Distribution of overthinking, cognitive overload, and perfectionism bias."
./dataset/3903536f-02e4-4c93-83b8-99734f28abe9.pdf,H-MM
./dataset/2f9fba42-1e65-4008-ae45-350dabce1177.pdf,Performance (out-of-domain) of LLMs trained using different amounts of data. Each line in the plot represents training with data from a specific memory level.
./dataset/435de44a-ce6f-4299-a4a7-e1a4ae041979.pdf,Procedure of our meta-model based LLM service performance estimation.
./dataset/ea9798a5-9933-46dd-86c3-e286f3c2f51b.pdf,Results for all participants regarding changes in the relationship with the brain using layer 25 of LLM-jp and English annotation and MMLU.
./dataset/b2160240-92c1-4b6c-bbb9-93d49f2b6458.pdf,Average number of utterances for different model bases and persona settings.
./dataset/a703e472-7d04-439f-a26a-37c887d4b6b3.pdf,The prompt for teacher models to reflect and correct in real-time.
./dataset/f670f39f-263a-4128-8e58-1ac143032c7e.pdf,"The overview of an LLM system and the risks associated with each module of the LLM system. With the systematic perspective, we introduce the threat model of LLM systems from five aspects, including prompt input, language models, tools, output, and risk assessment."
./dataset/f5fb953e-5c14-42e8-9589-129737578c9b.pdf,Average treatment ratio (ATR) for OncQA clinical contexts
./dataset/948f92a3-9153-49c9-9ddc-c6be8b44dffe.pdf,An example of CFA Level 2 problem.
./dataset/17be471a-3c9b-47ac-bd97-79a8143c163c.pdf,"Analysis of empirically observed LLM-generated SMT-LIB formalizations for the statement `Everyone who studies math or physics and works hard will succeed.' The figure presents actual outputs and measurements: LLM-generated logical variations (left), measured PCFG rule frequencies (center), and computed probability distributions (right). The calculated uncertainty metrics are derived from the observed PCFG patterns and successfully predict formalization uncertainty. No synthetic or simulated data is used."
./dataset/3a53af5d-b4bc-4828-abf8-11754fcb4976.pdf,LLMs cooperate with draft generator for speculative decoding.
./dataset/46f2847a-a591-4446-bd99-d3b58a4ef506.pdf,Fitted $w(p)$ when $x < 0$.
./dataset/618c59a0-5681-4957-bab6-22701649e79a.pdf,Overview of our attack on LLM routing control plane integrity.
./dataset/e516f801-1f32-4428-9bab-5d4631fd5c27.png,Data examples about territiries and win-rate prediction.
./dataset/da4cde5e-a7d5-440e-a90a-9fe8ca18220d.pdf,"The average verdict switch rate of each LLM-judge in the presence of each strengthener and weakener. (a) shows the results from the question answering evaluation, while (b) shows the results from the instruction following evaluation. A lower value indicates greater robustness."
./dataset/01999a78-e1ef-469f-b37e-e949e3be90c6.pdf,Correctness frequency per step in the reasoning chain generated by the LLM models. Both finetuned models have more correct steps after finetuning. For Mistral 7B there is an improvement in classification of objects and text blocks in the grid. For OLMo 7B there is an improvement in the problem statement formulation.
./dataset/461d0b0a-0fb5-445b-b2f4-70806e5a04ff.pdf,Increasing memory size
./dataset/ef8eb3fc-253e-485f-958d-7c0c18535043.pdf,The performance comparison between Mistral-LIMA and Mistral-Role across various domain-specific subsets in MMLU. Mistral-Role outperforms Mistral-LIMA in 9 out of 10 domains and underperforms in chemistry.
./dataset/2ace770b-9f1b-4b38-b704-4a1e64c84ded.pdf,We highlight how humans are significantly impacted by format perturbations while LLM average recommendations are similar $(p < 0.01)$. Darker bars correspond to clinicians and hashed bars refer to aggregate LLMs.
./dataset/a206aa2c-45d5-4ca2-9c83-4790ae713475.pdf,Response distribution for humans and LLM evaluator in Pairwise Evaluations.
./dataset/e62863f4-4d94-4752-a6cf-eefb3fcf8679.png,LLMs-Based Fine-tuning process
./dataset/8f825610-223a-403c-9cbf-ed876817276b.png,1000:G
./dataset/36a660df-c697-4f60-bae0-ee95e5113c49.png,ML-ML
./dataset/2150fda0-8fde-4de5-ac68-4d23fc13e1e5.pdf,select
./dataset/ed667203-b042-46d4-9033-4e767a79a432.pdf,"The overall framework of our taxonomy for the mitigation of LLM systems. Facing the risks of the 4 modules in LLM systems, we investigated 12 specific mitigation strategies and discussed 35 sub-categorized defense techniques to ensure the security of LLM systems."
./dataset/1eaba18c-0928-420c-b423-daf0c21cee02.pdf,LLaVA-Bench
./dataset/089f942f-37de-42d1-be5b-30b64e5c4ea8.pdf,Non relevant error seen in MALT for Llama-3.2-3b. The context of plastic is completely misunderstood resulting in irrelevant response
./dataset/552f8313-b4a0-429c-a007-136acb659fbd.pdf,The NMSE performance of proposed method and other baselines versus different SNR.
./dataset/0f974287-1b96-4d85-8f02-8f6c7f479b25.pdf,"Llama3 Model's Heatmaps of (A) Task1, (B) Task2, and (C) Value-Action distance across 12 countries (left) and 11 social topics (right)."
./dataset/6c100e0e-6c3c-42d7-aa4d-105e80fb3394.pdf,Results of different models with different finetune strategies.
./dataset/c6eec3da-0aaf-4b9a-8076-0286ae3a15af.pdf,"A graphical representation of the key guiding principles for effectively utilizing LLMs in malware detection. The diagram outlines a systematic approach, emphasizing the importance of data quality, model training, human oversight, and integration with existing security systems."
./dataset/fad6ff24-e08f-4d45-8ace-9e9fb4a67756.pdf,AI Persona Framework.
./dataset/abb0053b-52c9-4c35-9ce5-4d6ae1dbe876.pdf,ML-G
./dataset/58d90bc6-36b2-4aca-87ea-5c0996d08112.pdf,Generated Persona
./dataset/0e893f51-c6f0-4865-85cd-09000ac9b39b.pdf,"Evaluation of ""factual"" using GPT-4 as judge."
./dataset/3bdc9dd9-881f-4767-bb3c-2539bb938844.pdf,Knowledge conflicting: using the wrong identifier.
./dataset/e7b4bee3-dd5f-4641-beab-66d4f74ef80e.pdf,An illustration of key mitigation strategies used by the output module.
./dataset/3bffd721-4486-470a-9450-ea9b9d7c39b9.pdf,Example of annotation interface where humans act as the flight recommendation assistant. The human annotator is asked to select the best option and rate their estimation of the user's preferences. We also allow the annotator to check a summary of previous flight booking history. The annotation interface where humans act as the user is similar.
./dataset/4b02cadb-454d-46cd-9abe-6ba22ec52a7f.pdf,Prompt Level
./dataset/ec5f3ba4-3404-4071-92b3-73d01d3e516b.pdf,"Topic Distribution and Standard Deviation Analysis using LDA: The upper figure shows that attributes from single-TA conditions tend to cluster around a few topics, whereas attributes from multiple-TA conditions are more evenly distributed across various topics. The lower figure indicates that the standard deviation of Comb-TA is the lowest, suggesting reduced bias."
./dataset/5d255393-c8b5-45a3-80af-e99013e4a9ee.pdf,Prompt to generate correct answers.
./dataset/5a4a4361-7ae9-4d8e-9204-fdea8ee3a2ec.pdf,"The LLM response Evaluation metric results as examined in the papers and grouped them into number of papers reporting positive effects, negative and neutral/average effects"
./dataset/8197bb04-de96-4177-9a97-1d540b6d196b.pdf,ChatGPT
./dataset/e5dc07ae-0416-41c5-a577-a8edb0169323.png,"Non-relevant error observed in MALT for Gemma-2-2b: the word 'gene' is mistakenly interpreted as 'ghost' due to their similar structure in Urdu. Additionally, the response includes references to ghosts in the Quran, the holy book of Muslims, who form the majority of speakers of the input low resource language (Urdu). This indicates that cultural context of input language is preserved in MALT."
./dataset/589a7c84-fa09-4ff6-8e20-704f1c06aedc.pdf,SCITech
./dataset/ecb7fb14-f6e3-42a0-ad72-1f81ace69ac8.pdf,Distribution of preferred products in saving investment.
./dataset/796c11f0-f557-4296-9846-45023a545348.png,1000:H
./dataset/5a00a7ff-1681-453b-a8b2-d16a5fde2c3b.png,Results for all participants regarding learning dynamics of layer 25 of OLMo-2 when using Chinese annotation and MMLU.
./dataset/ecb56d9a-8b3b-4bd5-85a8-1dfdec03c8b2.png,footnotesize The performance of using weighted average probability is compared with using normalization and discrete values in automatic metrics (a) and human-in-the-loop metrics (b) on the validation dataset among the selected LLMs.
./dataset/05953d54-5134-4e0d-9ccf-097f6d602072.png,small Compatibility evaluation of RA-Rec across diverse language model backbones.
./dataset/7de72656-d9c1-4d49-b490-357f38f712b9.png,footnotesize The vocabulary distribution between correctly predicted samples and incorrectly predicted samples by RelD.
./dataset/d32feeb0-78e6-4018-a1b4-53c937f5d201.jpg,Example plot for analysis in semantic relevance between model's response and target queries during multi-turn conversations.
./dataset/6806a5ee-1518-4009-b365-3260aa6ba53a.png,"Performance of the models with ABFP and QAT for different vector lengths $(n=64, 128)$ in the W4A4 format."
./dataset/98937e39-68a1-4017-ab86-c22e76023b12.png,"Model Accuracy (Hit@1) for different model sizes, for the CWQ benchmark. In default setting, we use $K_n = 3$, $K_e = 5$; for ""larger graphs"", we use $K_n = 5$, $K_e = 7$."
./dataset/0fb60056-d88c-47c6-b25f-d66e12bdab0d.jpg,HH-RLHF
./dataset/043bf970-cbcf-4e8b-9b37-b2f3e8c298c1.pdf,Illustrating the average error of GPT-3.5 Turbo on Graph Degree Task based on different input sizes. The error is the absolute difference between the real degree of a node (less than 20 in this case) and the reported degree by the LLM.
./dataset/9fa25342-9b84-4900-bd13-3aa218a71307.png,Distribution of video duration.
./dataset/6ef47d42-d403-4005-8c9b-17179ed7ee47.pdf,MCQ-type question-answering accuracy scores.
./dataset/63b4360f-5687-4bb0-aa4c-8c05ee292698.pdf,Bird's-eye view.
./dataset/cfddd82f-e1da-4cca-a8c0-4e865be24f11.pdf,Examples for all attack prompts in our baseline.
./dataset/a5d692ce-8974-4df0-9205-a6d9633bf30d.pdf,Centralized
./dataset/a897f7a0-f812-4d1c-8c9d-25929160bc3c.pdf,"Ratio of biased prompts that were successfully debiased, with bias-inducing parts removed in the selfhelp debiased prompt. Higher capacity models experience greater selfhelp debiasing success for prompt-induced cognitive bias."
./dataset/0c6da940-a025-4063-9d8f-192fc6090290.pdf,$K$-NN
./dataset/cdd46c8f-033a-4791-a499-60a6ebd5733f.png,Comparisons between regular CliMedBench evaluation and our agent-based
./dataset/e2667948-f152-4ee9-a047-1d65b3cd010e.png,The Effect of $t$
./dataset/2a82eeca-ce50-4b97-8a5c-9400a046691f.png,Demographic Data
./dataset/2a1fc06e-9801-4a76-95ac-8ced63892e65.png,"Comparison between naive demonstration selection (left) and our demonstration selection (right) methods. Different colors represent different relations between entity pairs, while green represents the golden relation expressed by entity pairs in test example."
./dataset/ae414494-bd2e-4a00-aa23-d9423e2993ad.pdf,An ICL prompt example for smiles2iupac prediction
./dataset/a855b643-bdec-42b6-bc94-79f12522a888.pdf,A qualitative example of video dialogue. The video is 160 seconds long.
./dataset/73baf4d8-d27e-4b83-83f6-57a6cd94762c.pdf,Software interface of automated attack prompt construction.
./dataset/2774342f-4b17-405f-9de6-dfa15929d5b5.pdf,"The recommendation performance of different LLMs on the Book dataset, when changing the position of ground truth items within the prompt. The results indicate that using LLMs as recommender system is unstable due to the inherent position bias."
./dataset/69367362-80ce-41a4-8cf5-3b5e63a24015.pdf,The evaluation process of LLM using ZhuJiu.
./dataset/3ace5704-e12e-42b1-9070-0af9607a568f.pdf,"Results for all participants regarding learning dynamics of layers 24, 25, 26 of LLM-jp exhibiting three phase transitions when using Japanese annotation and MMLU."
